situation,thought,emotion,polarity
I asked my friend's boyfriend if he liked me  . ,he has a crush on me .," ""Surprised",1
I asked my friend's boyfriend if he liked me  . ,he actually does .," ""Surprised",1
I asked my friend's boyfriend if he liked me  . ,he said no to be nice .," ""Surprised",1
I asked my friend's boyfriend if he liked me  . ,he was going to say yes .," ""Surprised",1
I asked my friend's boyfriend if he liked me  . ,he does and we would make a great couple .," ""Joyful",1
I asked my friend's crush out on a date . ,he will say yes .," ""Joyful",1
I asked my friend's crush out on a date . ,hey will say yes .," ""Joyful",1
I asked my friend's crush out on a date . ,I am going to have a great time .," ""Joyful",1
I asked Sarah's crush on a date . ,he will finally say yes .," ""Joyful",1
I asked Sarah's crush on a date . ,Sarah will be really happy for me .," ""Joyful",1
I asked Sarah's crush on a date . ,he is going to say yes .," ""Joyful",1
I asked my friend's crush on a date  . ,he  would  say  yes .," ""Surprised",1
I asked my friend's crush on a date  . ,he's going to say yes .," ""Joyful",1
I asked my friend's crush on a date  . ,would be a great way to get to know her better .," ""Joyful",1
I asked my uncle for help to fix my car . ,he will be able to help me .," ""Joyful",1
I asked my uncle for help to fix my car . ,he will say yes .," ""Joyful",1
I asked my uncle for help to fix my car . ,he might know what is wrong .," ""Joyful",1
I asked my uncle for help to fix my car . ,I am going to get a new car .," ""Joyful",1
"I was having trouble fixing my car, so I asked my dad for help . ",y dad is a genius .," ""Joyful",1
"I was having trouble fixing my car, so I asked my dad for help . ",he will be able to help me .," ""Joyful",1
"I was having trouble fixing my car, so I asked my dad for help . ",he will know what to do .," ""Joyful",1
"I was having trouble fixing my car, so I asked my dad for help . ",y dad is the best mechanic .," ""Joyful",1
I asked my dad for help fixing the car . ,he will be really proud of me .," ""Joyful",1
I asked my dad for help fixing the car . ,he will show me how .," ""Joyful",1
I asked my dad for help fixing the car . ,he will say yes .," ""Joyful",1
I asked my dad for help fixing the car . ,he's going to help me .," ""Joyful",1
I asked my dad for help fixing the car . ,he would be glad to help .," ""Joyful",1
I needed to ask my date's father for help  . ,he will give me his blessing .," ""Joyful",1
I needed to ask my date's father for help  . ,he'll say yes .," ""Joyful",1
I needed to ask my date's father for help  . ,he would help me out  .," ""Joyful",1
I needed to ask my date's father for help  . ,he is going to be happy to help .," ""Joyful",1
I needed to ask my date's father for help  . ,he will help me .," ""Joyful",1
I needed to ask my date's father for help  . ,he won't mind .," ""Joyful",1
I will ask my doctor tomorrow about my test results . ,he news will be good .," ""Joyful",1
I will ask my doctor tomorrow about my test results . ,he results will be good .," ""Joyful",1
I will ask my doctor tomorrow about my test results . ,rything is going to be okay .," ""Joyful",1
I will ask my doctor tomorrow about my test results . ,I will get good news .," ""Joyful",1
I ask my doctor for a referral to see a specialist . ,y treatment will improve .," ""Joyful",1
I ask my doctor for a referral to see a specialist . ,I will get the help I need .," ""Joyful",1
I ask my doctor for a referral to see a specialist . ,hat means my doctor has faith in me .," ""Joyful",1
I ask my doctor for a referral to see a specialist . ,y doctor is confident in my health .," ""Joyful",1
I ask my doctor for a referral to see a specialist . ,y health is important .," ""Joyful",1
I ask my doctor about my hair loss  . ,he will give me information about how to fix it .," ""Joyful",1
I ask my doctor about my hair loss  . ,he will give me a solution .," ""Joyful",1
I ask my doctor about my hair loss  . ,he will find the root of the problem .," ""Joyful",1
I ask my doctor about my hair loss  . ,he will have the answers I need .," ""Joyful",1
I ask my doctor about my hair loss  . ,he will give me a prescription for Rogaine .," ""Joyful",1
I ask my doctor about my hair loss  . ,y insurance will cover the cost of a wig .," ""Joyful",1
My grandma asked her doctor if it was okay for her to travel with her diabetes  . ,he will get a positive response .," ""Joyful",1
My grandma asked her doctor if it was okay for her to travel with her diabetes  . ,he doctor said it was okay .," ""Joyful",1
My grandma asked her doctor if it was okay for her to travel with her diabetes  . ,he will be able to travel with her diabetes with no problem .," ""Joyful",1
My grandma asked her doctor if it was okay for her to travel with her diabetes  . ,I am going to get to go on a trip with my grandma .," ""Joyful",1
I asked the doctor if I could have a note to get out of P.E . ,he will give me one .," ""Joyful",1
I asked the doctor if I could have a note to get out of P.E . ,he will say yes .," ""Joyful",1
I asked the doctor if I could have a note to get out of P.E . ,he will say yes .," ""Joyful",1
I asked the doctor if I could have a note to get out of P.E . ,I'll be able to get a good grade .," ""Joyful",1
I asked the doctor if I could have a note to get out of P.E . ,would be a good excuse .," ""Joyful",1
I asked my coach for permission to tryout . ,I will make the team .," ""Joyful",1
I asked my coach for permission to tryout . ,I will get a chance to play .," ""Joyful",1
I asked my coach for permission to tryout . ,he will say yes .," ""Joyful",1
I asked my father for permission to go out with my friends  . ,he will say yes .," ""Joyful",1
I asked my father for permission to go out with my friends  . ,he will let me go out .," ""Joyful",1
I asked my father for permission to go out with my friends  . ,he would say yes .," ""Joyful",1
I asked my father for permission to travel to Europe . ,he will say yes .," ""Joyful",1
I asked my father for permission to travel to Europe . ,he would let me go .," ""Joyful",1
I asked my father for permission to travel to Europe . ,he would say yes .," ""Joyful",1
I asked my father for permission to travel to Europe . ,he will let me go .," ""Joyful",1
I asked my father for permission to travel to Europe . ,he will approve of my decision .," ""Joyful",1
I asked my father for permission to travel to Europe . ,I am going to have a lot of fun .," ""Joyful",1
I asked my friends for help . ,hey will help me .," ""Joyful",1
I asked my friends for help . ,hey will always be there for me .," ""Joyful",1
I asked my friends for help . ,I am not alone in this .," ""Joyful",1
"I was curious about a movie my friend's friend recommended, so I asked him for more information . ",I will like it .," ""Joyful",1
"I was curious about a movie my friend's friend recommended, so I asked him for more information . ",I would like the movie .," ""Joyful",1
"I was curious about a movie my friend's friend recommended, so I asked him for more information . ",I will enjoy the movie .," ""Joyful",1
"I was curious about a movie my friend's friend recommended, so I asked him for more information . ",I'll be able to find out if it is good or not .," ""Joyful",1
I asked my friend for her recommendations for my trip to Japan  . ,he will give me great tips .," ""Joyful",1
I asked my friend for her recommendations for my trip to Japan  . ,he will give me good suggestions .," ""Joyful",1
I asked my friend for her recommendations for my trip to Japan  . ,he would be able to help me out .," ""Joyful",1
I asked my friend to ask the girl I like out for me . ,he  will say yes .," ""Joyful",1
I asked my friend to ask the girl I like out for me . ,he will say yes .," ""Joyful",1
I asked my friend to ask the girl I like out for me . ,I will have a chance with the girl I like .," ""Joyful",1
I asked my friend to ask the girl I like out for me . ,I have a chance with her .," ""Joyful",1
I will ask my friends for their opinion on my project . ,hey will like it .," ""Joyful",1
I will ask my friends for their opinion on my project . ,hey will be supportive .," ""Joyful",1
I will ask my friends for their opinion on my project . ,hey will be impressed .," ""Joyful",1
I will ask my friends for their opinion on my project . ,I will get some helpful feedback .," ""Joyful",1
I will ask my friends for their opinion on my project . ,I am finally ready to complete it .," ""Joyful",1
I will ask my friends for their opinion on my project . ,heir input will be very helpful .," ""Joyful",1
I asked my friend for advice on how to handle my boss . ,y friend will have great advice .," ""Joyful",1
I asked my friend for advice on how to handle my boss . ,he will have great advice .," ""Joyful",1
I asked my friend for advice on how to handle my boss . ,y friend will help me fix the situation .," ""Joyful",1
I asked my friend for advice on how to handle my boss . ,y friend is going to be honest with me .," ""Joyful",1
I asked my friend for advice on how to handle my boss . ,he has a lot of experience with difficult people .," ""Joyful",1
I asked my friends for advice on how to handle the situation  . ,hey will help me out .," ""Joyful",1
I asked my friends for advice on how to handle the situation  . ,hey will have some great ideas .," ""Joyful",1
I asked my friends for advice on how to handle the situation  . ,hat they will help me make the best decision .," ""Joyful",1
I asked my friends for advice on what to see and do while I am traveling in Europe . ,hey will provide me with great recommendations .," ""Joyful",1
I asked my friends for advice on what to see and do while I am traveling in Europe . ,I will get to cross many things off of my bucket list .," ""Joyful",1
I asked my friends for advice on what to see and do while I am traveling in Europe . ,hey will give me some great suggestions .," ""Joyful",1
I asked my friends for advice on what to see and do while I am traveling in Europe . ,I will get some great ideas .," ""Joyful",1
I asked my friends for advice on what to see and do while I am traveling in Europe . ,I will have an amazing time .," ""Joyful",1
I asked my friends for advice about how to ask the girl I like out  . ,hey will give me some great advice .," ""Joyful",1
I asked my friends for advice about how to ask the girl I like out  . ,y friends will give me some great advice .," ""Joyful",1
I asked my friend's girlfriend out on a date . ,he will be interested .," ""Joyful",1
I asked my friend's girlfriend out on a date . ,he will say yes .," ""Joyful",1
I asked my friend's girlfriend out on a date . ,I  would  have a girlfriend soon  .," ""Love",1
I asked my friend's girlfriend out on a date . ,I would have fun with her .," ""Joyful",1
I asked my friend's girlfriend out on a date . ,I will get to know her better .," ""Love",1
I asked my girlfriend what she wanted for dinner and she said she didn't know  . ,we will just order a pizza .," ""Joyful",1
I asked my girlfriend what she wanted for dinner and she said she didn't know  . ,I will get to choose .," ""Joyful",1
I asked my girlfriend what she wanted for dinner and she said she didn't know  . ,I can choose what we're going to have .," ""Joyful",1
I asked my girlfriend what she wanted for dinner and she said she didn't know  . ,hat means she trusts me to make the decision .," ""Joyful",1
I asked my girlfriend what she wanted for dinner and she said she didn't know  . ,I can make whatever I want .," ""Joyful",1
I asked my girlfriend what she wanted for dinner and she said she didn't know  . ,I can choose whatever I want .," ""Joyful",1
I asked my friends girlfriend to marry me while we were on a trip to Italy . ,he will say yes .," ""Joyful",1
I asked my friends girlfriend to marry me while we were on a trip to Italy . ,he said yes .," ""Joyful",1
I asked my friends girlfriend to marry me while we were on a trip to Italy . ,I am going to have a great life with her .," ""Joyful",1
I asked my friend's girlfriend to the movies  . ,he will say yes .," ""Joyful",1
I asked my friend's girlfriend to the movies  . ,we will have a great time .," ""Joyful",1
I asked my friend's grandmother for a recipe . ,he will give me her secret family recipe .," ""Joyful",1
I asked my friend's grandmother for a recipe . ,he will give it to me .," ""Joyful",1
I asked my friend's grandmother for a recipe . ,he will be able to cook it .," ""Joyful",1
I was asking my grandmother for her recipe for apple pie  . ,he would be so proud of me .," ""Joyful",1
I was asking my grandmother for her recipe for apple pie  . ,he will give it to me .," ""Joyful",1
I was asking my grandmother for her recipe for apple pie  . ,I would be able to make the pie myself .," ""Love",1
I was asking my grandmother for her recipe for apple pie  . ,will turn out great .," ""Joyful",1
I asked my grandmother if she wanted to go on a trip with us to Paris . ,he will be so excited .," ""Joyful",1
I asked my grandmother if she wanted to go on a trip with us to Paris . ,he will say yes .," ""Joyful",1
I asked my grandmother if she wanted to go on a trip with us to Paris . ,he is going to enjoy the trip .," ""Joyful",1
I asked my grandmother if she wanted to go on a trip with us to Paris . ,he would love it .," ""Joyful",1
I asked my grandmother if she wanted to go on a trip with us to Paris . ,he will enjoy it .," ""Joyful",1
I asked my date's grandmother for her blessing  . ,he will say yes .," ""Joyful",1
I asked my date's grandmother for her blessing  . ,'s a sign that things are going well .," ""Joyful",1
I asked my date's grandmother for her blessing  . ,he right thing to do .," ""Joyful",1
I asked my date's grandmother for her blessing  . ,I am going to have a great relationship with my date's family .," ""Joyful",1
I asked my friend's husband if he wanted to play tennis . ,he will want to play with me .," ""Joyful",1
I asked my friend's husband if he wanted to play tennis . ,he would have a great time .," ""Joyful",1
I asked my friend's husband if he wanted to play tennis . ,he would really enjoy playing tennis .," ""Joyful",1
I asked my friend's husband if he wanted to play tennis . ,I will have fun .," ""Joyful",1
I asked my friend's husband if he wanted to play tennis . ,I would have a lot of fun .," ""Joyful",1
I asked my friend's husband if he wanted to play tennis . ,we both will have fun .," ""Joyful",1
I was at my friend's house for dinner and her husband asked me to pass the salt  . ,I was part of the family .," ""Joyful",1
I was at my friend's house for dinner and her husband asked me to pass the salt  . ,he is going to ask me to be best man at his wedding .," ""Joyful",1
I was at my friend's house for dinner and her husband asked me to pass the salt  . ,he was just being polite .," ""Joyful",1
I was at my friend's house for dinner and her husband asked me to pass the salt  . ,I am going to have a great time .," ""Joyful",1
I asked my husband if he wanted to go on a trip with me to visit our families . ,he will say yes .," ""Joyful",1
I asked my husband if he wanted to go on a trip with me to visit our families . ,we would have a lot of fun .," ""Joyful",1
I asked my husband if he wanted to go on a trip with me to visit our families . ,would be a great bonding experience for us .," ""Joyful",1
I asked my little brother to borrow his video game . ,he will let me .," ""Joyful",1
I asked my little brother to borrow his video game . ,he will let me play it .," ""Joyful",1
I asked my little brother to borrow his video game . ,I will be able to play it for a while .," ""Joyful",1
I asked my little brother to borrow his video game . ,he is going to let me borrow it .," ""Joyful",1
I asked my little brother to borrow his video game . ,he would let me .," ""Joyful",1
I asked my little brother if he wanted to go to the movies with me . ,he will say yes .," ""Joyful",1
I asked my little brother if he wanted to go to the movies with me . ,he will spend some time with his big sister .," ""Joyful",1
I asked my little brother if he wanted to go to the movies with me . ,he will be happy .," ""Joyful",1
I asked my little brother if he wanted to go to the movies with me . ,would be fun .," ""Joyful",1
I asked my little brother if he wanted to go to the movies with me . ,he will like the movie I want to see .," ""Love",1
I was talking to my little brother the other day and he asked me how I make friends  . ,he will be more social .," ""Joyful",1
I was talking to my little brother the other day and he asked me how I make friends  . ,I'm a great role model for him .," ""Joyful",1
I was talking to my little brother the other day and he asked me how I make friends  . ,I have great social skills .," ""Joyful",1
I was talking to my little brother the other day and he asked me how I make friends  . ,I can help him out .," ""Joyful",1
I was talking to my little brother the other day and he asked me how I make friends  . ,he was really listening to me and cared about what I had to say .," ""Joyful",1
I was talking to my little brother the other day and he asked me how I make friends  . ,he was interested in what I had to say .," ""Joyful",1
I asked my little sister's permission to borrow her laptop . ,he will say yes .," ""Joyful",1
I asked my little sister's permission to borrow her laptop . ,I will be able to get my work done .," ""Joyful",1
I asked my little sister's permission to borrow her laptop . ,he will let me use it .," ""Joyful",1
I ask my boss's mom for help with my car . ,he will be impressed with my responsiblity .," ""Joyful",1
I ask my boss's mom for help with my car . ,he will know what to do .," ""Joyful",1
I ask my boss's mom for help with my car . ,he will say yes .," ""Joyful",1
I ask my boss's mom for help with my car . ,I can trust her to help me .," ""Joyful",1
I ask my boss's mom for help with my car . ,will make my boss happy .," ""Joyful",1
I ask my boss's mom for help with my car . ,he will be able to help me .," ""Joyful",1
I called my mom for help because I was feeling down and needed to talk to somebody  . ,he will always be there for me .," ""Love",1
I called my mom for help because I was feeling down and needed to talk to somebody  . ,alking to my mom always makes me feel better .," ""Joyful",1
I called my mom for help because I was feeling down and needed to talk to somebody  . ,he is the best person to talk to .," ""Love",1
I called my mom for help because I was feeling down and needed to talk to somebody  . ,he always knows what to say to make me feel better .," ""Love",1
I have asked my mom to help me plan my wedding . ,he will help me make my vision come to life .," ""Joyful",1
I have asked my mom to help me plan my wedding . ,he will be happy to help me .," ""Love",1
I have asked my mom to help me plan my wedding . ,will be more special that way .," ""Joyful",1
I have asked my mom to help me plan my wedding . ,he is going to be a great help .," ""Love",1
I have asked my mom to help me plan my wedding . ,y wedding will be beautiful .," ""Joyful",1
I had to ask my girlfriend's mom for help because I forgot her birthday . ,he will be okay with it .," ""Joyful",1
I had to ask my girlfriend's mom for help because I forgot her birthday . ,he will say yes .," ""Joyful",1
I had to ask my girlfriend's mom for help because I forgot her birthday . ,he will help me out .," ""Joyful",1
I had to ask my girlfriend's mom for help because I forgot her birthday . ,I was being considerate .," ""Joyful",1
I had to ask my girlfriend's mom for help because I forgot her birthday . ,I am getting closer to the family .," ""Joyful",1
I had to ask my girlfriend's mom for help because I forgot her birthday . ,he will understand .," ""Joyful",1
I asked my mom for help with my math homework . ,he will help me .," ""Joyful",1
I asked my mom for help with my math homework . ,he will help me understand it .," ""Joyful",1
I asked my mom for help with my math homework . ,he best at math .," ""Joyful",1
I asked my mom for help with my math homework . ,he knows what she is doing .," ""Joyful",1
I asked my mom for help picking out a dress for my date  . ,he will approve of my choice .," ""Joyful",1
I asked my mom for help picking out a dress for my date  . ,he will help me look my best .," ""Joyful",1
I asked my mom for help picking out a dress for my date  . ,he'll help me pick out the perfect dress .," ""Joyful",1
I asked my mom for help picking out a dress for my date  . ,he will help me find the perfect one .," ""Joyful",1
I asked my neighbor if he could water my plants while I am gone . ,he will do a great job .," ""Joyful",1
I asked my neighbor if he could water my plants while I am gone . ,he will help me out .," ""Joyful",1
I asked my neighbor if he could water my plants while I am gone . ,he will say yes .," ""Joyful",1
I asked my neighbor if he could water my plants while I am gone . ,y plants will be in good hands .," ""Joyful",1
I asked my neighbor if he could water my plants while I am gone . ,plants need water to survive .," ""Joyful",1
I asked my boss's neighbor if he had seen my boss come home last night . ,he could help me prove my innocence .," ""Joyful",1
I asked my boss's neighbor if he had seen my boss come home last night . ,he may have seen something .," ""Surprised",1
I asked my boss's neighbor if he had seen my boss come home last night . ,y boss is okay .," ""Joyful",1
I asked my neighbor for a recommendation for a good place to travel  . ,I will get some great advice .," ""Joyful",1
I asked my neighbor for a recommendation for a good place to travel  . ,I will have an amazing time .," ""Joyful",1
I asked my neighbor for a recommendation for a good place to travel  . ,he will give me a great suggestion .," ""Joyful",1
I asked my neighbor for a recommendation for a good place to travel  . ,hey know a lot about good places to travel .," ""Joyful",1
I asked my neighbor for a recommendation for a good place to travel  . ,I will get to go on a vacation  .," ""Joyful",1
I asked my neighbor for a recommendation for a good place to travel  . ,y neighbor knows a lot about traveling .," ""Joyful",1
I asked my neighbor for a cup of sugar  . ,he will be happy to help me out .," ""Joyful",1
I asked my neighbor for a cup of sugar  . ,he will say yes .," ""Joyful",1
I asked my neighbor for a cup of sugar  . ,I would be able to make some cookies .," ""Joyful",1
I asked my neighbor for a cup of sugar  . ,I was being neighborly .," ""Joyful",1
My friend asks me out on a date tomorrow . ,we will have a great time tomorrow .," ""Joyful",1
My friend asks me out on a date tomorrow . ,his could be the start of a beautiful relationship .," ""Joyful",1
My friend asks me out on a date tomorrow . ,he likes me .," ""Joyful",1
My friend asks me out on a date tomorrow . ,will be fun .," ""Joyful",1
My friend asks me out on a date tomorrow . ,I will be spending time with my friend .," ""Joyful",1
My friend asks me out on a date tomorrow . ,we would have fun .," ""Joyful",1
I ask my friend out on a date . ,he will say yes .," ""Joyful",1
I ask my friend out on a date . ,hat they will say yes .," ""Joyful",1
I ask my friend out on a date . ,we will have a lot fun .," ""Joyful",1
I asked Sarah on a date to see the new Avengers movie . ,he will say yes .," ""Joyful",1
I asked Sarah on a date to see the new Avengers movie . ,Sarah will say yes .," ""Joyful",1
I asked Sarah on a date to see the new Avengers movie . ,Sarah is really cute and likes superhero movies .," ""Love",1
I asked Sarah on a date to see the new Avengers movie . ,I will have a great time .," ""Joyful",1
I apologize to my boss for coming in late to work . ,he will forgive me .," ""Joyful",1
I apologize to my boss for coming in late to work . ,he will understand .," ""Joyful",1
I apologize to my boss for coming in late to work . ,y boss will forgive me .," ""Joyful",1
I apologize to my boss for coming in late to work . ,I will get a chance to improve my work ethic .," ""Joyful",1
I asked for my boss's pardon after I accidently spilled coffee on his laptop  . ,he will forgive me .," ""Joyful",1
I asked for my boss's pardon after I accidently spilled coffee on his laptop  . ,he would grant me a leave .," ""Joyful",1
I asked for my boss's pardon after I accidently spilled coffee on his laptop  . ,he will grant me the pardon .," ""Joyful",1
I asked for my boss's pardon after I accidently spilled coffee on his laptop  . ,he realized that it was an accident .," ""Joyful",1
I asked for my boss's pardon after I accidently spilled coffee on his laptop  . ,he would understand .," ""Joyful",1
I asked for my boss's pardon after I accidently spilled coffee on his laptop  . ,he will realize how serious I am about this job .," ""Joyful",1
I asked the grocery store clerk for pardon because I accidentally cut in front of her in line . ,he will understand and let it slide .," ""Joyful",1
I asked the grocery store clerk for pardon because I accidentally cut in front of her in line . ,he will let me go .," ""Joyful",1
I asked the grocery store clerk for pardon because I accidentally cut in front of her in line . ,he clerk appreciated my manners .," ""Joyful",1
I asked the grocery store clerk for pardon because I accidentally cut in front of her in line . ,he clerk will likely let me go ahead of her .," ""Joyful",1
I asked the grocery store clerk for pardon because I accidentally cut in front of her in line . ,hat she will understand and forgive me .," ""Joyful",1
I asked for his pardon after I hit him with my car  . ,he will forgive me .," ""Joyful",1
I asked for his pardon after I hit him with my car  . ,he will absolve me .," ""Joyful",1
I asked for his pardon after I hit him with my car  . ,he will understand .," ""Joyful",1
I asked for his pardon after I hit him with my car  . ,was the right thing to do .," ""Joyful",1
I ask my boss's sister out on a date . ,he will say yes .," ""Joyful",1
I ask my boss's sister out on a date . ,he will say yes .," ""Joyful",1
I asked my sister-in-law to watch my kids while I am out of town  . ,he will say yes .," ""Joyful",1
I asked my sister-in-law to watch my kids while I am out of town  . ,he will enjoy spending time with them .," ""Joyful",1
I asked my sister-in-law to watch my kids while I am out of town  . ,y kids will be in good hands .," ""Joyful",1
I asked my sister-in-law to watch my kids while I am out of town  . ,he will be a great help .," ""Joyful",1
I asked my sister-in-law to watch my kids while I am out of town  . ,he is a great mother and my kids will be safe .," ""Joyful",1
I asked my friend's sister out on a date  . ,he will say yes .," ""Joyful",1
I asked my friend's sister out on a date  . ,we will have a lot of fun .," ""Joyful",1
I asked my friend's sister out on a date  . ,he likes me too .," ""Love",1
I asked my friend's sister out on a date  . ,I will have a great time .," ""Joyful",1
I asked my boss for a recommendation letter . ,he will give me a good reference .," ""Joyful",1
I asked my boss for a recommendation letter . ,will help me land my dream job .," ""Joyful",1
I asked my boss for a recommendation letter . ,y hard work has finally paid off .," ""Joyful",1
I asked my boss for a recommendation letter . ,will help me get a job .," ""Joyful",1
I asked my biology teacher if I could do my project on endangered animals . ,he will say yes .," ""Joyful",1
I asked my biology teacher if I could do my project on endangered animals . ,I would learn more about the animal kingdom .," ""Joyful",1
I asked my biology teacher if I could do my project on endangered animals . ,I'll be able to learn more about them .," ""Joyful",1
I asked my biology teacher if I could do my project on endangered animals . ,I'll be able to learn more about the animals I'm interested in .," ""Joyful",1
I asked my teacher for a recommendation for a summer program  . ,he will write me a great one .," ""Joyful",1
I asked my teacher for a recommendation for a summer program  . ,y teacher will write me a strong letter .," ""Joyful",1
I asked my teacher for a recommendation for a summer program  . ,will help me get into a good college .," ""Joyful",1
I asked my teacher for a recommendation for a summer program  . ,will help me get into the program .," ""Joyful",1
I asked my teacher for an assignment extension  . ,he will say yes .," ""Joyful",1
I asked my teacher for an assignment extension  . ,he will understand my position .," ""Joyful",1
I asked my teacher for an assignment extension  . ,y teacher will give it to me .," ""Joyful",1
I asked my teacher for an assignment extension  . ,I will be able to complete the work with more time .," ""Joyful",1
I asked my teacher for an assignment extension  . ,I will be able to complete the assignment with more time .," ""Joyful",1
I asked Sarah for her number . ,he will say yes .," ""Joyful",1
I asked Sarah for her number . ,he likes me .," ""Joyful",1
I asked Sarah for her number . ,Sarah is interested in me .," ""Joyful",1
I was out with some friends at a bar last night and I asked the bartender for the number of the cute girl that was sitting at the end of the bar  . ,he will give it to me  .," ""Joyful",1
I was out with some friends at a bar last night and I asked the bartender for the number of the cute girl that was sitting at the end of the bar  . ,he will call me .," ""Joyful",1
I was out with some friends at a bar last night and I asked the bartender for the number of the cute girl that was sitting at the end of the bar  . ,I am going to get a date .," ""Love",1
I was out with some friends at a bar last night and I asked the bartender for the number of the cute girl that was sitting at the end of the bar  . ,y friends were talking about how I am going to get laid .," ""Surprised",1
I was out with some friends at a bar last night and I asked the bartender for the number of the cute girl that was sitting at the end of the bar  . ,I might get a date out of it .," ""Love",1
I asked my friends for their numbers so I could stay in touch with them . ,we will be friends for a long time .," ""Joyful",1
I asked my friends for their numbers so I could stay in touch with them . ,hey will want to stay friends with me .," ""Joyful",1
I asked my friends for their numbers so I could stay in touch with them . ,I should stay in touch with my friends .," ""Joyful",1
I asked my friends for their numbers so I could stay in touch with them . ,I am going to be able to see them more often .," ""Joyful",1
I asked my friends for their numbers so I could stay in touch with them . ,hey will want to stay in touch with me .," ""Joyful",1
I asked my best friend for my crush's number . ,he will give it to me .," ""Joyful",1
I asked my best friend for my crush's number . ,y friend will give it to me .," ""Joyful",1
I asked my best friend for my crush's number . ,he/she is going to say yes .," ""Joyful",1
I asked my best friend for my crush's number . ,I'm going to get a date with my crush .," ""Joyful",1
I asked my friend for help with my math homework . ,he will help me .," ""Joyful",1
I asked my friend for help with my math homework . ,he will help me .," ""Joyful",1
I asked my friend for help with my math homework . ,I will get a good grade on the assignment .," ""Joyful",1
I ask my boss for help with a project I'm working on . ,he will help me .," ""Joyful",1
I ask my boss for help with a project I'm working on . ,he will be impressed with my work .," ""Joyful",1
I ask my boss for help with a project I'm working on . ,I will get the help I need .," ""Joyful",1
I ask my boss for help with a project I'm working on . ,hey will be impressed with my work .," ""Joyful",1
I asked my professor for help on my project  . ,he will help me .," ""Joyful",1
I asked my professor for help on my project  . ,I will get a good grade .," ""Joyful",1
I asked my professor for help on my project  . ,he will help me .," ""Joyful",1
I asked my mom to help me with my taxes  . ,I will get a bigger return .," ""Joyful",1
I asked my mom to help me with my taxes  . ,I will get a return .," ""Joyful",1
I asked my mom to help me with my taxes  . ,he will be proud of me .," ""Joyful",1
I asked my mom to help me with my taxes  . ,would be a good bonding experience .," ""Joyful",1
I asked my mom to help me with my taxes  . ,he will be able to help me .," ""Joyful",1
I asked my mom to help me with my taxes  . ,I would get a refund .," ""Joyful",1
I asked for Sarah's help with my history project  . ,he will say yes .," ""Joyful",1
I asked for Sarah's help with my history project  . ,he will be able to help me .," ""Joyful",1
I asked for Sarah's help with my history project  . ,Sarah will help me get a good grade .," ""Joyful",1
I asked for Sarah's help with my history project  . ,Sarah is very smart .," ""Love",1
My lawyer asserted my right in the court . ,I will win the trial .," ""Joyful",1
My lawyer asserted my right in the court . ,I will win the lawsuit .," ""Joyful",1
My lawyer asserted my right in the court . ,I will get the custody of my children .," ""Joyful",1
My lawyer asserted my right in the court . ,I would win the case .," ""Joyful",1
My lawyer asserted my right in the court . ,justice would be done .," ""Joyful",1
My lawyer asserted my right in the court . ,I am going to win the case .," ""Joyful",1
the police stopped and searched me  . ,I have done nothing wrong .," ""Surprised",1
the police stopped and searched me  . ,I had nothing to hide .," ""Joyful",1
the police stopped and searched me  . ,I wasn't doing anything wrong .," ""Surprised",1
My employer asserts their right to privacy in the workplace . ,My company will not be able to snoop on my personal life  .," ""Joyful",1
My employer asserts their right to privacy in the workplace . ,I am comfortable with their decision .," ""Joyful",1
My employer asserts their right to privacy in the workplace . ,I have a right to be respected at work .," ""Joyful",1
My employer asserts their right to privacy in the workplace . ,hat means they trust me .," ""Joyful",1
My employer asserts their right to privacy in the workplace . ,I am entitled to a certain degree of privacy at work .," ""Joyful",1
My employer asserts their right to privacy in the workplace . ,a good thing .," ""Joyful",1
I introduce myself to the new boss . ,he will like me .," ""Joyful",1
I introduce myself to the new boss . ,a chance to make a good impression .," ""Joyful",1
I introduce myself to the new boss . ,he is going to like me .," ""Joyful",1
I was talking to my friends about baby names the other day and one of them said they liked the name 'Ashley'  . ,hat it's a beautiful name .," ""Joyful",1
I was talking to my friends about baby names the other day and one of them said they liked the name 'Ashley'  . ,y baby name search is finally over .," ""Joyful",1
I was talking to my friends about baby names the other day and one of them said they liked the name 'Ashley'  . ,a pretty name .," ""Joyful",1
I am trying to remember the name of the new guy I met  . ,he has a great name .," ""Joyful",1
I am trying to remember the name of the new guy I met  . ,he is going to be my new best friend .," ""Joyful",1
I am trying to remember the name of the new guy I met  . ,he is going to be important in my life .," ""Joyful",1
I attained my key from my friend . ,I can open the door  .," ""Joyful",1
I attained my key from my friend . ,I would be able to go home .," ""Joyful",1
I attained my key from my friend . ,I will have the chance to use it .," ""Joyful",1
I attained my key from my friend . ,I can finally go home .," ""Joyful",1
I attained my boss' respect . ,I'll get promoted .," ""Joyful",1
I attained my boss' respect . ,y career would take a great turn  .," ""Joyful",1
I attained my boss' respect . ,y job is more secure .," ""Joyful",1
I attained my boss' respect . ,I am going to get a raise .," ""Joyful",1
I attained my boss' respect . ,I am on the path to success .," ""Joyful",1
I saw a really nice vase at a store and bought it for my mom  . ,he will really like it .," ""Joyful",1
I saw a really nice vase at a store and bought it for my mom  . ,he will appreciate it .," ""Joyful",1
I saw a really nice vase at a store and bought it for my mom  . ,he'll be happy .," ""Joyful",1
