round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
round-4	sadness	41418	2021/09/20 2:07:32 am EET	6c540422a42aaed2f9243f21ebccedae	1	2	1	1	1	1	1	1	1	1	1	2	I felt sad when a concert that my partner and I had been looking forward to for months was cancelled. I had been having a really stressful week at the time, and had been banking a lot of my happiness on the ability to have a night off and go to the concert. When it was cancelled the night before it was due to occur, I had was disappointed, but the sadness came during the night the concert was scheduled. Instead of having fun, we sat and continued to work.	I felt ... when a concert that my partner and I had been looking forward to for months was cancelled. I had been having a really stressful week at the time, and had been banking a lot of my happiness on the ability to have a night off and go to the concert. When it was cancelled the night before it was due to occur, I had was disappointed, but the ... came during the night the concert was scheduled. Instead of having fun, we sat and continued to work.	seconds	hours	3	5	4	2	3	1	4	1	4	1	4	2	1	1	1	4	3	3	1	1	1	5	1	No, I participated before and answered the next set of questions.	23	Male	High school	North American	2.0	4.0	5.0	3.0	4.0	6.0	5.0	3.0	5.0	5.0	--	COPIED FROM: text id 4980
round-4	sadness	41419	2021/09/20 2:14:22 am EET	dca29c5e9bb9803a72fe9994608d28b3	1	1	1	1	1	1	1	1	1	1	1	1	I felt sadness when I had a bad breakup in the past	I felt ... when I had a bad breakup in the past	hours	weeks	5	5	5	3	3	1	5	4	1	2	4	4	1	5	3	4	1	3	1	1	3	5	5	No, I participated before and answered the next set of questions.	26	Male	High school	North American	3.0	5.0	7.0	3.0	6.0	7.0	5.0	2.0	4.0	1.0	--	COPIED FROM: text id 41637
round-4	sadness	41420	2021/09/20 2:17:28 am EET	94704f477e76c472e5a90fe547fd1d25	1	3	1	1	1	1	1	1	1	1	1	1	I had to leave for college	I had to leave for college	seconds	hours	3	3	1	4	4	2	4	4	1	4	4	3	4	1	2	4	1	4	1	1	1	4	4	No, I participated before and answered the next set of questions.	20	Female	High school	East Asian	5.0	5.0	5.0	2.0	5.0	5.0	5.0	4.0	6.0	3.0	--	COPIED FROM: text id 41249
round-4	sadness	41421	2021/09/20 2:18:34 am EET	d9fcf60ba537a00a4eda094949c1b77c	1	4	1	1	1	4	3	2	2	1	1	2	I felt sadness when my aunt fell sick.	I felt ... when my aunt fell sick.	weeks	weeks	5	4	5	1	1	1	5	5	2	1	1	1	3	1	1	3	4	2	2	1	5	5	5	No, I participated before and answered the next set of questions.	21	Female	Undergraduate degree (BA/BSc/other)	South Asian	5.0	3.0	2.0	6.0	6.0	1.0	5.0	3.0	3.0	2.0	--	COPIED FROM: text id 41343
round-4	sadness	41422	2021/09/20 2:18:58 am EET	824207123b7a0659d765c20454586d83	1	2	1	1	1	1	1	1	1	1	1	1	current events in the world are really heavy. The disappearance of a girl's body being found is so sad.	current events in the world are really heavy. The disappearance of a girl's body being found is so ....	seconds	minutes	1	5	1	1	3	1	3	1	1	1	4	1	1	1	1	4	5	1	3	4	1	4	1	No, I participated before and answered the next set of questions.	32	Female	Undergraduate degree (BA/BSc/other)	East Asian	4.0	5.0	5.0	5.0	5.0	6.0	6.0	3.0	5.0	4.0	--	COPIED FROM: text id 41740
round-4	sadness	41423	2021/09/20 2:19:34 am EET	8c61655d176dd68bd598e90f0ac533c8	1	2	1	1	2	2	1	1	3	2	1	3	the person I liked and we both shared feelings with choose someone else over me	the person I liked and we both shared feelings with choose someone else over me	hours	weeks	5	5	5	1	3	1	5	5	4	3	5	4	1	4	1	5	1	1	4	1	5	4	5	No, I participated before and answered the next set of questions.	25	Male	Undergraduate degree (BA/BSc/other)	North American	5.0	5.0	6.0	5.0	6.0	6.0	7.0	6.0	5.0	2.0	--	COPIED FROM: text id 41746
round-4	sadness	41424	2021/09/20 2:19:37 am EET	68420290d6e5b0f79da491c1d3fd0e30	2	2	1	3	4	1	1	1	3	4	1	1	I received dozens of job rejections over the course of months.	I received dozens of job rejections over the course of months.	weeks	weeks	4	5	3	3	4	1	5	5	4	2	3	5	1	1	2	3	4	1	4	1	3	5	5	No, I participated before and answered the next set of questions.	24	Female	Undergraduate degree (BA/BSc/other)	North American	3.0	5.0	4.0	6.0	5.0	2.0	2.0	3.0	2.0	6.0	--	COPIED FROM: text id 4619
round-4	sadness	41425	2021/09/20 2:21:17 am EET	e10170f51b9ea21fe36a77b0ecda6583	1	2	1	1	1	1	1	1	1	1	1	1	The saddest day of my life is when my dog got hit by a car. I watched her get hit. Luckily after everything was said and done she ended up being okay, but at the time it was the worst and saddest day of my life. She is my best friend. TAfter finding out she wasnt going to die I still had to quit my job to rehab her and nurse her back to health.	The ... day of my life is when my dog got hit by a car. I watched her get hit. Luckily after everything was said and done she ended up being okay, but at the time it was the worst and ... day of my life. She is my best friend. TAfter finding out she wasnt going to die I still had to quit my job to rehab her and nurse her back to health.	hours	weeks	5	4	5	1	1	1	5	1	3	2	4	1	1	5	2	2	5	1	1	1	5	1	5	No, I participated before and answered the next set of questions.	25	Female	Undergraduate degree (BA/BSc/other)	North American	5.0	5.0	7.0	5.0	7.0	5.0	2.0	1.0	5.0	2.0	--	COPIED FROM: text id 41304
round-4	sadness	41426	2021/09/20 2:22:07 am EET	3a519dba1a7fb1c2c22292fed7efc767	2	4	1	1	2	1	1	2	2	1	1	1	I felt sadness when I came out as a queer woman and had to figure out how that was going to change my marriage of 10 years to a man. I felt sadness for him and for my true life that I don't know if I'll ever get to experience the life I want because I don't want him to feel sadness.	I felt ... when I came out as a queer woman and had to figure out how that was going to change my marriage of 10 years to a man. I felt ... for him and for my true life that I don't know if I'll ever get to experience the life I want because I don't want him to feel ....	weeks	weeks	5	5	1	3	4	1	5	5	2	3	1	4	1	4	3	1	1	2	5	4	5	5	5	Yes, first time, I will answer the following questions.	29	Female	High school	North American	3.0	7.0	1.0	7.0	6.0	3.0	7.0	1.0	2.0	1.0	--	ORIGINAL
round-4	sadness	41427	2021/09/20 2:22:35 am EET	76ddb9a0e1e4f23bb4e9b0e3d5659a54	2	2	2	2	2	3	3	2	3	2	2	2	I had to put my dog down at the vets	I had to put my dog down at the vets	minutes	weeks	5	4	5	1	1	1	5	4	4	2	1	2	2	4	2	4	3	3	4	4	3	4	4	No, I participated before and answered the next set of questions.	28	Female	High school	European	6.0	5.0	6.0	4.0	5.0	4.0	6.0	5.0	4.0	5.0	--	COPIED FROM REJECTED: text id 41842
round-4	sadness	41428	2021/09/20 2:23:58 am EET	e3e1f3bcd5bccfd6f2af74e59008fa05	5	5	1	1	2	1	1	1	5	3	1	1	I felt sadness because I have to share this lifetime with humans. With my experiences of racism, sexism, mistreatment, and discrimination, I have come to the conclusion that there is no such thing as a good human. Knowing that there’s bad people everywhere makes it hard to tolerate the existence of something so horrendous and ugly both inside and out. All monsters are human. Only humans are monsters.	I felt ... because I have to share this lifetime with humans. With my experiences of racism, sexism, mistreatment, and discrimination, I have come to the conclusion that there is no such thing as a good human. Knowing that there’s bad people everywhere makes it hard to tolerate the existence of something so horrendous and ugly both inside and out. All monsters are human. Only humans are monsters.	weeks	weeks	5	5	1	3	5	1	5	5	5	5	5	5	1	1	1	5	5	1	5	5	1	5	5	No, I participated before and answered the next set of questions.	25	Female	Secondary education	South East Asian	1.0	5.0	5.0	7.0	7.0	7.0	6.0	1.0	2.0	4.0	--	COPIED FROM: text id 41203
round-4	sadness	41429	2021/09/20 2:28:34 am EET	aca121986fd49ebc08be2d0b956084f7	1	4	1	1	1	2	1	1	4	1	1	1	I felt sadness when I had to move to another state as my partner.	I felt ... when I had to move to another state as my partner.	hours	days	4	5	1	1	5	1	5	2	1	4	1	4	2	3	4	1	1	3	1	1	3	5	5	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	White	6.0	5.0	5.0	6.0	5.0	3.0	6.0	3.0	3.0	3.0	--	COPIED FROM: text id 4117
round-4	sadness	41490	2021/09/20 12:25:35 am EET	82ba383f5e5958184b6bf32a3c010cd3	1	1	1	1	1	1	1	1	1	1	1	3	I separated with a partner	I separated with a partner	minutes	weeks	5	5	4	4	5	1	5	5	1	5	5	5	1	5	5	5	1	5	1	1	5	4	5	No, I participated before and answered the next set of questions.	28	Female	Undergraduate degree (BA/BSc/other)	European	5.0	5.0	5.0	6.0	6.0	2.0	7.0	1.0	7.0	1.0	--	COPIED FROM: text id 489
round-4	sadness	41493	2021/09/20 1:43:11 am EET	d938c9c41ca3be5e56e29bdfbc9dc29f	1	1	1	1	1	3	1	1	1	1	1	1	I was duped of $50000	I was duped of $50000	weeks	weeks	5	5	4	1	4	1	5	4	1	5	5	3	1	3	4	3	1	4	3	4	5	5	5	No, I participated before and answered the next set of questions.	23	Female	Graduate degree (MA/MSc/MPhil/other)	African	4.5	1.0	6.0	1.0	6.5	7.0	7.0	1.0	7.0	1.0	--	AVERAGED: text id 41549, 41867
round-4	sadness	41496	2021/09/20 2:10:37 am EET	6edabf16636897b064bde272cbe9016e	3	2	1	1	1	2	2	2	3	1	1	1	I felt sadness when dealing with confrontation	I felt ... when dealing with confrontation	weeks	weeks	4	5	2	4	4	1	4	4	1	3	5	4	2	5	5	5	2	2	4	3	5	4	5	Yes, first time, I will answer the following questions.	20	Female	High school	North American	3.0	1.0	5.0	3.0	4.0	5.0	7.0	4.0	6.0	2.0	--	ORIGINAL
round-4	sadness	41497	2021/09/20 2:11:30 am EET	8a788527c3b7bc2f55a1cc75308bcff2	1	4	1	1	1	1	1	1	1	1	1	1	I discovered my fiance was cheating on me and we broke up	I discovered my fiance was cheating on me and we broke up	hours	weeks	5	5	4	1	2	1	5	4	1	2	5	3	1	5	2	4	1	2	4	2	5	5	5	No, I participated before and answered the next set of questions.	36	Female	Graduate degree (MA/MSc/MPhil/other)	North American	1.0	1.0	3.0	1.0	5.0	4.0	3.0	5.0	7.0	4.0	--	COPIED FROM: text id 41809
round-4	sadness	41499	2021/09/20 2:17:49 am EET	8c3252e7582b80b87f3ef38657258b6a	1	2	1	1	1	3	2	1	1	2	1	2	I found out my aunt has terminal cancer.	I found out my aunt has terminal cancer.	minutes	weeks	3	4	4	3	2	1	5	3	1	1	2	1	1	2	1	1	5	3	1	1	4	3	3	No, I participated before and answered the next set of questions.	28	Gender Variant/Non-Conforming	Undergraduate degree (BA/BSc/other)	North American	3.0	6.0	5.0	6.0	6.0	5.0	5.0	6.0	5.0	3.0	--	COPIED FROM: text id 41744
round-4	sadness	41500	2021/09/20 2:22:06 am EET	8e2f5cd15cda37395635b35781a3f07f	1	2	2	1	2	1	1	1	1	1	1	1	i spent all of my money on things i don't need such as fast food, McDonalds and then i realize later that i could have used that money on things i needed: phone bill, hygiene products, and wants that could have last longer than food.	i spent all of my money on things i don't need such as fast food, McDonalds and then i realize later that i could have used that money on things i needed: phone bill, hygiene products, and wants that could have last longer than food.	minutes	days	3	4	1	4	5	3	2	2	1	5	1	2	2	4	5	1	1	3	1	1	1	2	1	No, I participated before and answered the next set of questions.	19	Female	High school	North American	2.0	4.0	5.0	7.0	5.0	5.0	6.0	4.0	2.0	3.0	--	COPIED FROM: text id 4430
round-4	sadness	41501	2021/09/20 2:22:06 am EET	155102d7ed2b054b51d8707b93f9a127	2	1	1	1	1	3	1	1	1	1	1	3	I felt SADNESS when i watched the gruesome video of the killing of George Floyd for 9 minutes. It felt like a pit of emptiness and sadness opened up in my body	I felt ... when i watched the gruesome video of the killing of George Floyd for 9 minutes. It felt like a pit of emptiness and ... opened up in my body	hours	weeks	5	5	5	4	1	1	5	1	1	1	5	1	1	5	1	5	3	3	5	5	5	1	4	No, I participated before and answered the next set of questions.	35	Male	Graduate degree (MA/MSc/MPhil/other)	African	6.0	2.0	6.0	1.0	6.0	6.0	6.0	1.0	6.0	1.0	--	COPIED FROM: text id 41897
round-4	sadness	41502	2021/09/20 2:23:02 am EET	08b6ee3a8bbb21c6032fece716abfd48	1	1	1	1	1	3	1	1	1	1	1	1	I went an important playoff basketball game, but the team I was rooting for lost and was eliminated from the playoffs.	I went an important playoff basketball game, but the team I was rooting for lost and was eliminated from the playoffs.	minutes	hours	3	4	3	3	3	2	4	1	5	1	4	2	3	3	1	5	5	4	1	1	3	4	3	No, I participated before and answered the next set of questions.	21	Male	High school	South Asian	4.0	2.5	5.0	2.5	6.0	5.0	4.0	3.5	5.0	4.0	--	AVERAGED: text id 4609, 41724
round-4	sadness	41503	2021/09/20 2:23:22 am EET	b96f9c7134bece931790c19a185d44c2	1	2	1	1	1	1	1	1	1	2	1	1	I felt sadness when I called my mom and found out that she and my dad were on vacation with my brother and they hadn't told me they were going somewhere together.	I felt ... when I called my mom and found out that she and my dad were on vacation with my brother and they hadn't told me they were going somewhere together.	minutes	hours	3	3	4	2	2	1	4	1	1	3	5	2	1	4	2	4	1	4	4	4	3	4	4	No, I participated before and answered the next set of questions.	39	Female	Undergraduate degree (BA/BSc/other)	European	5.0	5.0	7.0	5.0	6.0	2.0	6.0	4.0	4.0	2.0	--	COPIED FROM: text id 41747
round-4	sadness	41504	2021/09/20 2:24:16 am EET	48a51532383dbc8deec8ba063fa25ce5	1	1	1	1	1	1	1	1	1	1	1	2	a man on the street asked me for money, and I didn't have any on me	a man on the street asked me for money, and I didn't have any on me	seconds	hours	2	4	4	3	4	1	5	2	3	1	3	2	1	4	3	3	1	3	5	1	2	5	2	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	Middle Eastern	6.0	5.0	7.0	2.0	5.0	1.0	3.0	4.0	3.0	3.0	--	COPIED FROM: text id 4840
round-4	sadness	41505	2021/09/20 2:24:22 am EET	7e7dc4499fa555ceafe948193258df31	1	1	1	1	1	1	1	1	1	1	1	1	I felt sadness when my boyfriend and I broke up.	I felt ... when my boyfriend and I broke up.	weeks	weeks	5	4	3	4	4	1	5	4	1	3	4	3	1	3	1	2	1	1	1	1	3	5	5	No, I participated before and answered the next set of questions.	24	Female	High school	Hispanic/Latino	2.0	4.0	4.0	6.0	5.0	5.0	5.0	4.0	4.0	2.0	--	COPIED FROM: text id 41539
round-4	sadness	41506	2021/09/20 2:24:40 am EET	48a27f0fe7cc59049eee459745132562	1	2	2	1	2	4	2	1	2	1	2	3	I felt sad immediately when I heard bad news	I felt ... immediately when I heard bad news	hours	hours	3	4	3	2	4	2	4	2	4	3	2	3	2	3	3	4	4	2	3	2	3	3	3	No, I participated before and answered the next set of questions.	31	Male	Doctorate degree (PhD/other)	South American	4.0	2.0	2.0	1.0	6.0	3.0	5.0	2.0	6.0	2.0	--	COPIED FROM: text id 4321
round-4	sadness	41507	2021/09/20 2:28:01 am EET	4faaa8c925c2d98e38b4f1e268c01096	1	3	1	1	1	1	1	1	1	1	1	1	My work office was relocating across the country	My work office was relocating across the country	hours	weeks	5	5	4	4	4	1	5	5	4	1	4	3	3	2	1	3	4	4	3	2	4	2	4	Yes, first time, I will answer the following questions.	45	Male	Secondary education	North American	5.0	5.0	6.0	2.0	6.0	5.0	5.0	3.0	6.0	2.0	--	ORIGINAL
round-4	sadness	41508	2021/09/20 2:29:51 am EET	9d19ff2043925d1e3b2717a9960bf174	1	1	1	1	2	1	1	1	3	1	1	1	my dad committed suicide	my dad committed suicide	seconds	weeks	3	5	5	1	2	1	5	4	1	1	5	1	1	5	1	5	2	2	1	2	5	5	5	Yes, first time, I will answer the following questions.	23	Female	High school	North American	2.0	1.0	5.0	7.0	5.0	7.0	5.0	2.0	1.0	1.0	--	ORIGINAL
round-4	sadness	41509	2021/09/20 2:30:00 am EET	532935130e21353379da1c8139f23643	1	2	1	1	1	3	3	2	1	1	2	3	I felt sadness when I found out I had diabetes.	I felt ... when I found out I had diabetes.	minutes	weeks	5	5	5	2	1	1	5	1	5	1	1	1	1	5	1	1	5	3	5	1	5	5	5	No, I participated before and answered the next set of questions.	20	Female	High school	North American	7.0	1.0	5.0	6.0	7.0	6.0	7.0	7.0	4.0	2.0	--	COPIED FROM: text id 41590
round-4	sadness	41510	2021/09/20 12:14:42 am EET	28be031ccabcd19e265a27e44884512f	1	2	1	2	1	1	1	1	2	1	1	1	I'm a nurse and I see patients making really poor health/ lifestyle choices that will likely result in premature death and even though I work hard to try and help them, they don't want to make the changes.	I'm a nurse and I see patients making really poor health/ lifestyle choices that will likely result in premature death and even though I work hard to try and help them, they don't want to make the changes.	days	hours	5	5	2	5	4	1	5	2	1	1	5	4	1	3	1	5	2	3	4	2	5	5	5	No, I participated before and answered the next set of questions.	26	Female	Undergraduate degree (BA/BSc/other)	European	2.0	5.0	5.0	7.0	5.0	6.0	7.0	3.0	5.0	5.0	--	COPIED FROM: text id 4135
round-4	sadness	41511	2021/09/20 12:46:07 am EET	e1f025a4c6bf710866d8d4496189feb8	1	2	1	1	1	2	2	2	1	1	1	1	I felt sadness when i was diagnosed with breast cancer aged 29	I felt ... when i was diagnosed with breast cancer aged 29	weeks	weeks	5	5	5	1	1	1	5	5	5	1	1	1	1	5	1	5	5	1	5	1	5	4	5	No, I participated before and answered the next set of questions.	43	Female	Secondary education	European	3.0	5.0	4.0	7.0	4.0	4.0	6.0	2.0	3.0	4.0	--	COPIED FROM: text id 4197
round-4	sadness	41512	2021/09/20 1:52:31 am EET	07f5de5b9146f1dfaf3ac3c4f707a11e	1	3	1	1	1	1	1	1	1	1	1	1	I felt SADNESS when my friends all decided to go out to eat after a band competition without inviting me. Some of the people going to eat were not necessarily my friends, but they were not on bad terms with me. I did not know why I wasn't invited, and it was upsetting because I felt left out and like nobody liked me. This was not a regular occurrence with my friends, either, so I didn't know what was going on.	I felt ... when my friends all decided to go out to eat after a band competition without inviting me. Some of the people going to eat were not necessarily my friends, but they were not on bad terms with me. I did not know why I wasn't invited, and it was upsetting because I felt left out and like nobody liked me. This was not a regular occurrence with my friends, either, so I didn't know what was going on.	hours	hours	3	4	2	1	3	1	5	2	1	1	5	4	1	2	1	5	1	2	1	1	1	3	4	No, I participated before and answered the next set of questions.	19	Gender Variant/Non-Conforming	High school	North American	5.0	7.0	6.0	7.0	5.0	5.0	7.0	3.0	1.0	3.0	--	COPIED FROM: text id 4474
round-4	sadness	41514	2021/09/20 2:06:57 am EET	aca121986fd49ebc08be2d0b956084f7	1	3	1	1	1	2	1	1	3	1	1	1	I felt sadness when I had to quit my job as a child care taker.	I felt ... when I had to quit my job as a child care taker.	weeks	days	5	5	1	2	5	1	5	4	1	4	2	4	2	1	4	1	1	4	1	1	4	4	4	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	White	6.0	5.0	5.0	6.0	5.0	3.0	6.0	3.0	3.0	3.0	--	COPIED FROM: text id 4117
round-4	sadness	41515	2021/09/20 2:11:21 am EET	872c7bc2029a07f5c883bbed03410f12	1	2	1	2	2	1	1	1	2	2	1	1	When returning home from a vacation because I didn't want it to be over.	When returning home from a vacation because I didn't want it to be over.	hours	days	3	4	2	4	5	2	4	4	1	5	2	4	2	1	3	3	2	3	1	1	3	4	3	No, I participated before and answered the next set of questions.	26	Female	Undergraduate degree (BA/BSc/other)	North American	2.0	2.0	6.0	7.0	7.0	5.0	6.0	4.0	4.0	1.0	--	COPIED FROM: text id 41256
round-4	sadness	41516	2021/09/20 2:15:11 am EET	473cb889d5251e5d1db3426994eff442	1	1	1	1	1	1	1	1	1	1	1	1	When my ex boyfriend told me his mother started to abuse him. Attacking him with brooms, nail clippers, and just in general beating him.	When my ex boyfriend told me his mother started to abuse him. Attacking him with brooms, nail clippers, and just in general beating him.	weeks	weeks	5	5	5	3	1	1	5	1	1	1	5	3	1	5	1	5	1	3	5	5	5	5	5	No, I participated before and answered the next set of questions.	22	Female	High school	European	2.0	5.0	6.0	6.0	5.0	7.0	5.0	1.0	4.0	1.0	--	COPIED FROM: text id 41449
round-4	sadness	41518	2021/09/20 2:23:11 am EET	427ac9dd9e646db4508665a30fa32990	2	2	1	2	2	1	2	2	3	2	1	2	I had to move from the house i had built because of financial hardship, and leave behind what i had worked for years to accomplish.	I had to move from the house i had built because of financial hardship, and leave behind what i had worked for years to accomplish.	weeks	weeks	5	4	3	1	2	1	5	4	2	4	4	3	2	3	3	3	2	2	3	2	3	4	5	No, I participated before and answered the next set of questions.	30	Male	Undergraduate degree (BA/BSc/other)	North American	2.0	5.0	5.0	3.0	5.0	5.0	4.0	4.0	3.0	4.0	--	COPIED FROM: text id 41585
round-4	sadness	41519	2021/09/20 2:25:01 am EET	33dd218f1293427dd5035d4fd3c7048c	1	1	1	1	1	5	3	2	1	1	2	1	I had to leave my dog	I had to leave my dog	weeks	weeks	5	5	1	1	5	1	5	5	1	5	1	5	1	2	3	1	5	5	4	1	4	3	4	No, I participated before and answered the next set of questions.	18	Female	High school	European	5.0	7.0	7.0	6.0	6.0	5.0	6.0	2.0	5.0	5.0	--	COPIED FROM: text id 4864
round-4	sadness	41520	2021/09/20 2:25:32 am EET	bb7e8d04e430f461f122252eaeabed20	2	2	1	1	1	1	1	1	4	1	1	1	When my partner and I had a discussion about ending our relationship	When my partner and I had a discussion about ending our relationship	hours	weeks	5	5	5	1	2	1	5	5	1	4	4	2	1	4	3	3	1	1	1	1	4	3	4	No, I participated before and answered the next set of questions.	21	Female	High school	North American	3.0	6.0	7.0	6.0	6.0	7.0	6.0	1.0	5.0	5.0	--	COPIED FROM: text id 41622
round-4	sadness	41521	2021/09/20 2:26:42 am EET	e81d5456983a6a2dc6386a4cda98e6e9	1	3	1	1	1	4	1	2	1	1	1	3	When my SO started using drugs again	When my SO started using drugs again	minutes	days	5	5	4	1	3	1	5	4	4	1	5	4	1	4	2	2	1	1	4	4	4	5	5	No, I participated before and answered the next set of questions.	32	Female	Secondary education	Prefer not to answer	2.0	1.0	3.0	2.0	5.0	4.0	6.0	4.0	5.0	1.0	--	COPIED FROM: text id 41683
round-4	sadness	41522	2021/09/20 2:28:16 am EET	f8d854179a76300fa6418dc311cf5a08	2	1	1	1	1	1	1	1	1	1	1	1	I felt sadness when I fought with my boyfriend	I felt ... when I fought with my boyfriend	minutes	hours	4	3	4	3	5	1	5	2	1	3	3	4	2	4	3	3	1	2	4	1	4	1	5	Yes, first time, I will answer the following questions.	22	Female	Undergraduate degree (BA/BSc/other)	North American	2.0	1.0	7.0	7.0	5.0	7.0	7.0	1.0	2.0	3.0	--	ORIGINAL
round-4	sadness	41523	2021/09/20 2:28:18 am EET	1ad6cd02705c91ce7db65bea375b7bb0	1	2	1	1	2	3	1	1	1	1	1	1	everyone around me got invited to an outing but left me out of the loop.	everyone around me got invited to an outing but left me out of the loop.	hours	weeks	5	5	4	3	3	1	5	4	1	3	4	3	1	2	1	5	1	2	2	1	2	5	4	No, I participated before and answered the next set of questions.	19	Female	High school	Hispanic/Latino	3.0	4.0	7.0	5.0	5.0	6.0	5.0	1.0	6.0	2.0	--	COPIED FROM: text id 41171
round-4	sadness	41524	2021/09/20 2:28:43 am EET	155102d7ed2b054b51d8707b93f9a127	1	1	1	1	1	3	1	1	1	1	1	3	I felt SADNESS when i lost my grandmother who i was very close to some years ago. We had the closest and best relationship. I was very open to her and felt very comfortable talking to her even before my parents. She gave me very important advises and told me what not to do and to always show kindness to others no matter the situation	I felt ... when i lost my grandmother who i was very close to some years ago. We had the closest and best relationship. I was very open to her and felt very comfortable talking to her even before my parents. She gave me very important advises and told me what not to do and to always show kindness to others no matter the situation	weeks	weeks	5	5	5	3	1	1	5	1	5	1	1	1	1	1	1	1	1	4	1	1	4	4	4	No, I participated before and answered the next set of questions.	35	Male	Graduate degree (MA/MSc/MPhil/other)	African	6.0	2.0	6.0	1.0	6.0	6.0	6.0	1.0	6.0	1.0	--	COPIED FROM: text id 41897
round-4	sadness	41525	2021/09/20 2:28:54 am EET	3aeee8d31c7196e816371d78a4e7411a	2	2	1	3	1	2	3	4	2	1	3	2	i felt sadness when i realized how much weight i gained in june and how badly i let myseof go	i felt ... when i realized how much weight i gained in june and how badly i let myseof go	weeks	weeks	5	5	3	5	5	1	5	5	1	5	1	5	1	5	5	1	1	4	5	3	5	4	5	No, I participated before and answered the next set of questions.	21	Female	Undergraduate degree (BA/BSc/other)	African	7.0	7.0	5.0	6.0	6.0	5.0	7.0	7.0	2.0	2.0	--	COPIED FROM: text id 41751
round-4	sadness	41527	2021/09/20 2:30:26 am EET	d233dc8f06512ffc4db2c594a600312d	2	1	2	1	1	2	1	3	1	1	1	1	my mother emotionally explodes on me. The last time was just a month ago. She tends to cuss me out, insult everything about me, threaten to walk out of my life, and accuse me of various things that aren't true.	my mother emotionally explodes on me. The last time was just a month ago. She tends to cuss me out, insult everything about me, threaten to walk out of my life, and accuse me of various things that aren't true.	hours	weeks	5	5	5	5	3	1	5	5	1	4	5	3	1	5	4	5	1	1	5	1	5	5	5	No, I participated before and answered the next set of questions.	32	Female	Secondary education	North American	1.0	2.0	5.0	6.0	5.0	7.0	5.0	5.0	3.0	5.0	--	COPIED FROM: text id 4782
round-4	sadness	41528	2021/09/20 2:34:26 am EET	e4849383b72ff84dab291ea30a300c9f	1	2	1	1	1	2	1	1	1	1	1	1	"my sister was struggling with mental illness; I knew how it felt since I too struggle, but seeing her struggle with it was saddening."	"my sister was struggling with mental illness; I knew how it felt since I too struggle, but seeing her struggle with it was ...."	days	weeks	4	5	2	3	3	1	5	3	1	1	3	2	1	3	4	4	2	2	2	2	4	2	5	No, I participated before and answered the next set of questions.	23	Female	Undergraduate degree (BA/BSc/other)	European	4.0	2.0	7.0	6.0	5.0	3.0	7.0	1.0	3.0	1.0	--	COPIED FROM: text id 41661
round-4	sadness	41529	2021/09/20 2:36:32 am EET	bcad003995d4e814070301bd7c26fad5	2	3	1	3	2	2	1	1	4	1	1	1	When I was 13 years old I was raped by a friend’s older brother. I didn’t tell anyone about it. I felt embarrassed and scared. And because of keeping this inside, I began acting out. I was then sent by my parents to a wilderness troubled teens program where I was forced to live outdoors in a tent, cooking my own food, cutting down trees, and put into extreme physical labor type situations. I had just turned 14 at this point. I was confused as to why I had to wake up one morning with two strangers in my bedroom, who then handcuffed me and drove me 2 hours from my home and dropped me off in the woods with other young girls and some “group leaders” who were barely of age themselves. I lived my life like this, with no goodbyes to family or friends, for 5 months. I was terrified. And I was sad. The most sad I’ve ever been in my life.	When I was 13 years old I was raped by a friend’s older brother. I didn’t tell anyone about it. I felt embarrassed and scared. And because of keeping this inside, I began acting out. I was then sent by my parents to a wilderness troubled teens program where I was forced to live outdoors in a tent, cooking my own food, cutting down trees, and put into extreme physical labor type situations. I had just turned 14 at this point. I was confused as to why I had to wake up one morning with two strangers in my bedroom, who then handcuffed me and drove me 2 hours from my home and dropped me off in the woods with other young girls and some “group leaders” who were barely of age themselves. I lived my life like this, with no goodbyes to family or friends, for 5 months. I was terrified. And I was .... The most ... I’ve ever been in my life.	weeks	weeks	5	5	5	1	1	1	5	2	2	4	3	1	1	5	1	5	3	1	5	2	5	5	5	Yes, first time, I will answer the following questions.	30	Female	High school	North American	2.0	5.0	3.0	7.0	6.0	5.0	6.0	5.0	3.0	1.0	--	ORIGINAL
